,gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,specialTeamsPlayType,specialTeamsResult,kickerId,returnerId,preSnapHomeScore,preSnapVisitorScore,kickLength,kickReturnYardage,playResult,absoluteYardlineNumber,season,week,gameDate,gameTimeEastern,homeTeamAbbr,visitorTeamAbbr,hangTime,kickDirectionIntended,kickDirectionActual,returnDirectionIntended,returnDirectionActual,kickType
19,2018090901,2907,"(3:35) (Punt formation) B.Colquitt punts 33 yards to PIT 14, Center-C.Hughlett, fair catch by R.Switzer.",3,4,10,CLE,Punt,Fair Catch,34723.0,44946,7,21,33.0,0.0,33,57,2018,1,09/09/2018,13:00:00,CLE,PIT,4.22,L,L,,,A
20,2018090901,3215,"(12:15) J.Berry punts 22 yards to CLE 12, Center-K.Canaday, fair catch by J.Peppers.",4,4,6,PIT,Punt,Fair Catch,42333.0,44837,7,21,22.0,0.0,22,44,2018,1,09/09/2018,13:00:00,CLE,PIT,4.08,L,L,,,A
21,2018090901,4136,"(2:20) J.Berry punts 51 yards to CLE 30, Center-K.Canaday. J.Peppers to CLE 45 for 15 yards (J.Dangerfield).",4,4,8,PIT,Punt,Return,42333.0,44837,14,21,51.0,15.0,36,91,2018,1,09/09/2018,13:00:00,CLE,PIT,4.1,C,C,C,C,N
22,2018090901,4352,"(1:37) J.Berry punts 39 yards to CLE 29, Center-K.Canaday, fair catch by J.Peppers.",4,4,9,PIT,Punt,Fair Catch,42333.0,44837,21,21,39.0,0.0,39,78,2018,1,09/09/2018,13:00:00,CLE,PIT,4.81,C,C,,,N
23,2018090901,4648,"(8:50) B.Colquitt punts 49 yards to PIT 17, Center-C.Hughlett, fair catch by R.Switzer.",5,4,1,CLE,Punt,Fair Catch,34723.0,44946,21,21,49.0,0.0,49,44,2018,1,09/09/2018,13:00:00,CLE,PIT,4.34,R,R,,,N
24,2018090901,4833,"(5:37) J.Berry punts 53 yards to CLE 19, Center-K.Canaday, fair catch by J.Peppers.",5,4,20,PIT,Punt,Fair Catch,42333.0,44837,21,21,53.0,0.0,53,82,2018,1,09/09/2018,13:00:00,CLE,PIT,4.98,C,C,,,N
25,2018090902,2228,"(13:43) R.Sanchez punts 49 yards to CIN 34, Center-L.Rhodes. A.Erickson to CIN 33 for -1 yards (Z.Franklin, C.Milton).",3,4,18,IND,Punt,Return,45153.0,43663,16,10,49.0,-1.0,50,93,2018,1,09/09/2018,13:00:00,IND,CIN,4.14,L,L,R,R,N
26,2018090902,3547,"(10:01) R.Sanchez punts 46 yards to CIN 21, Center-L.Rhodes, fair catch by A.Erickson.",4,4,2,IND,Punt,Fair Catch,45153.0,43663,23,24,46.0,0.0,46,43,2018,1,09/09/2018,13:00:00,IND,CIN,5.08,C,C,,,N
27,2018090903,1844,"(:30) (Punt formation) B.Kern punts 55 yards to MIA 18, Center-B.Brinkley. J.Grant to MIA 17 for -1 yards (D.Fluellen).",2,4,9,TEN,Punt,Return,33338.0,43475,7,3,55.0,-1.0,56,83,2018,1,09/09/2018,13:00:00,MIA,TEN,4.09,R,R,C,C,N
28,2018090903,1993,"(13:45) (Punt formation) M.Haack punts 45 yards to TEN 23, Center-J.Denney. A.Jackson to TEN 49 for 26 yards (B.Bolden). TEN-A.Jackson was injured during the play. His return is Questionable.",3,4,3,MIA,Punt,Return,45296.0,44830,7,3,45.0,26.0,19,78,2018,1,09/09/2018,13:00:00,MIA,TEN,3.4,C,C,C,C,N
29,2018090903,2094,"(12:10) (Punt formation) B.Kern punts 35 yards to MIA 10, Center-B.Brinkley, fair catch by D.Amendola.",3,4,4,TEN,Punt,Fair Catch,33338.0,33566,7,3,35.0,0.0,35,65,2018,1,09/09/2018,13:00:00,MIA,TEN,4.12,L,L,,,A
30,2018090903,2176,"(10:09) (Punt formation) M.Haack punts 65 yards to TEN 17, Center-D.Smythe. R.Matthews to TEN 35 for 18 yards (W.Aikens).",3,4,2,MIA,Punt,Return,45296.0,38757,7,3,65.0,18.0,47,92,2018,1,09/09/2018,13:00:00,MIA,TEN,4.57,C,C,C,C,N
31,2018090903,3163,"(11:45) (Punt formation) B.Kern punts 49 yards to MIA 9, Center-B.Brinkley. D.Amendola ran ob at MIA 11 for 2 yards (D.Cruikshank).",4,4,6,TEN,Punt,Return,33338.0,33566,17,10,49.0,2.0,47,68,2018,1,09/09/2018,13:00:00,MIA,TEN,4.4,R,R,,,N
32,2018090905,497,"(7:58) R.Allen punts 40 yards to HOU 9, Center-J.Cardona, fair catch by T.Ervin.",1,4,3,NE,Punt,Fair Catch,40437.0,43408,7,0,40.0,0.0,40,61,2018,1,09/09/2018,13:00:00,NE,HOU,4.0,C,C,,,A
33,2018090905,1555,"(7:17) R.Allen punts 47 yards to HOU 23, Center-J.Cardona. T.Ervin to HOU 34 for 11 yards (J.Jones).",2,4,10,NE,Punt,Return,40437.0,43408,14,6,47.0,11.0,36,80,2018,1,09/09/2018,13:00:00,NE,HOU,4.18,C,C,C,C,N
34,2018090905,2393,"(13:00) T.Daniel punts 42 yards to NE 21, Center-J.Weeks, fair catch by R.McCarron.",3,4,1,HOU,Punt,Fair Catch,46810.0,45651,21,6,42.0,0.0,42,73,2018,1,09/09/2018,13:00:00,NE,HOU,4.55,L,L,,,N
35,2018090905,3669,"(7:15) T.Daniel punts 37 yards to NE 12, Center-J.Weeks, fair catch by R.McCarron.",4,4,9,HOU,Punt,Fair Catch,46810.0,45651,27,13,37.0,0.0,37,61,2018,1,09/09/2018,13:00:00,NE,HOU,4.1,C,C,,,A
36,2018090905,3749,"(5:27) R.Allen punts 55 yards to HOU 25, Center-J.Cardona. T.Ervin to HOU 34 for 9 yards (N.Ebner).",4,4,2,NE,Punt,Return,40437.0,43408,27,13,55.0,9.0,46,90,2018,1,09/09/2018,13:00:00,NE,HOU,4.53,C,C,R,R,N
37,2018090906,1373,"(9:51) T.Morstead punts 56 yards to TB 20, Center-Z.Wood. D.Jackson to TB 22 for 2 yards (C.Banjo).",2,4,11,NO,Punt,Return,34615.0,33130,17,17,56.0,2.0,54,34,2018,1,09/09/2018,13:00:00,NO,TB,4.77,C,C,,,N
38,2018090906,2681,"(9:21) T.Morstead punts 42 yards to TB 24, Center-Z.Wood. A.Humphries to TB 25 for 1 yard (J.Hardee).",3,4,1,NO,Punt,Return,34615.0,43010,24,34,42.0,1.0,41,44,2018,1,09/09/2018,13:00:00,NO,TB,3.83,R,R,,,N
39,2018090906,2776,"(7:42) B.Anger punts 42 yards to NO 24, Center-G.Sanborn. T.Lewis to NO 24 for no gain (R.Smith). PENALTY on NO-C.Robertson, Offensive Holding, 10 yards, enforced at NO 24.",3,4,1,TB,Punt,Return,38600.0,43948,24,34,42.0,0.0,52,76,2018,1,09/09/2018,13:00:00,NO,TB,4.46,C,C,,,N
40,2018090906,2947,"(5:18) T.Morstead punts 58 yards to TB 10, Center-Z.Wood. A.Humphries ran ob at TB 26 for 16 yards (C.Banjo).",3,4,3,NO,Punt,Return,34615.0,43010,24,34,58.0,16.0,42,42,2018,1,09/09/2018,13:00:00,NO,TB,4.59,L,L,R,R,N
41,2018090907,2708,"(3:39) R.Dixon punts 55 yards to JAX 20, Center-Z.DeOssie. J.Mickens to JAX 16 for -4 yards (C.Riley). PENALTY on JAX-B.Brown, Illegal Block Above the Waist, 8 yards, enforced at JAX 16. Officially, a return for 0 yards.",3,4,10,NYG,Punt,Return,43517.0,44029,9,13,55.0,0.0,67,35,2018,1,09/09/2018,13:00:00,NYG,JAX,4.34,R,R,C,C,N
42,2018090907,3215,"(12:20) L.Cooke punts 36 yards to NYG 27, Center-C.Tinker, fair catch by K.Clay.",4,4,7,JAX,Punt,Fair Catch,46316.0,42527,9,13,36.0,0.0,36,47,2018,1,09/09/2018,13:00:00,NYG,JAX,4.19,C,C,,,N
43,2018090907,3497,"(9:18) L.Cooke punts 44 yards to NYG 27, Center-C.Tinker. K.Clay to NYG 26 for -1 yards (D.Chark).",4,4,6,JAX,Punt,Return,46316.0,42527,15,20,44.0,-1.0,45,39,2018,1,09/09/2018,13:00:00,NYG,JAX,4.16,C,C,C,C,N
44,2018090907,3618,"(7:04) R.Dixon punts 54 yards to JAX 15, Center-Z.DeOssie. J.Mickens to JAX 25 for 10 yards (K.Wynn).",4,4,5,NYG,Punt,Return,43517.0,44029,15,20,54.0,10.0,44,79,2018,1,09/09/2018,13:00:00,NYG,JAX,4.14,C,C,C,C,N
45,2018090907,3801,"(4:20) L.Cooke punts 47 yards to NYG 14, Center-C.Tinker. K.Clay pushed ob at NYG 19 for 5 yards (N.Paul).",4,4,7,JAX,Punt,Return,46316.0,42527,15,20,47.0,5.0,42,49,2018,1,09/09/2018,13:00:00,NYG,JAX,4.84,R,R,L,L,N
46,2018090909,309,"(10:22) T.Way punts 38 yards to ARI 8, Center-N.Sundberg, fair catch by C.Kirk.",1,4,26,WAS,Punt,Fair Catch,40600.0,46116,0,0,38.0,0.0,38,56,2018,1,09/09/2018,16:25:00,ARI,WAS,4.41,C,C,,,A
47,2018090909,918,"(13:27) A.Lee punts 57 yards to WAS 15, Center-A.Brewer. T.Quinn to WAS 27 for 12 yards (D.Coleman).",2,4,7,ARI,Punt,Return,29141.0,46325,0,7,57.0,12.0,45,82,2018,1,09/09/2018,16:25:00,ARI,WAS,4.24,C,C,C,C,N
48,2018090909,1416,"(3:27) A.Lee punts 56 yards to WAS 17, Center-A.Brewer, fair catch by T.Quinn. PENALTY on WAS-R.Kelley, Offensive Holding, 9 yards, enforced at WAS 17.",2,4,8,ARI,Punt,Fair Catch,29141.0,46325,0,14,56.0,0.0,65,83,2018,1,09/09/2018,16:25:00,ARI,WAS,4.71,L,L,,,N
49,2018090909,1990,"(12:59) A.Lee punts 33 yards to WAS 8, Center-A.Brewer, fair catch by T.Quinn.",3,4,3,ARI,Punt,Fair Catch,29141.0,46325,0,21,33.0,0.0,33,51,2018,1,09/09/2018,16:25:00,ARI,WAS,4.13,L,L,,,A
50,2018090909,2106,"(12:20) T.Way punts 55 yards to ARI 41, Center-N.Sundberg. C.Kirk to ARI 42 for 1 yard (J.Harvey-Clemons). PENALTY on ARI-T.Boston, Offensive Holding, 10 yards, enforced at ARI 41.",3,4,14,WAS,Punt,Return,40600.0,46116,0,21,55.0,0.0,65,14,2018,1,09/09/2018,16:25:00,ARI,WAS,4.58,C,C,C,C,N
51,2018090909,2247,"(11:18) A.Lee punts 57 yards to WAS 13, Center-A.Brewer. T.Quinn to WAS 25 for 12 yards (B.Benwikere). WAS-T.Quinn was injured during the play.  Penalty on WAS-T.Apke, Illegal Block Above the Waist, declined. PENALTY on WAS-F.Moreau, Unnecessary Roughness, 5 yards, enforced at WAS 13.",3,4,11,ARI,Punt,Return,29141.0,46325,0,21,57.0,0.0,62,80,2018,1,09/09/2018,16:25:00,ARI,WAS,4.47,R,R,L,L,N
52,2018090909,2663,"(4:27) T.Way punts 34 yards to ARI 15, Center-N.Sundberg, fair catch by C.Kirk.",3,4,15,WAS,Punt,Fair Catch,40600.0,46116,0,21,34.0,0.0,34,61,2018,1,09/09/2018,16:25:00,ARI,WAS,4.35,C,C,,,A
53,2018090909,3706,"(4:48) T.Way punts 59 yards to ARI 30, Center-N.Sundberg. C.Kirk to WAS 26 for 44 yards (T.Apke).",4,4,5,WAS,Punt,Return,40600.0,46116,6,24,59.0,44.0,15,99,2018,1,09/09/2018,16:25:00,ARI,WAS,4.57,C,C,R,C,N
54,2018090910,172,"(12:26) C.Jones punts 55 yards to CAR 32, Center-L.Ladouceur, fair catch by D.Byrd.",1,4,22,DAL,Punt,Fair Catch,38138.0,42899,0,0,55.0,0.0,55,23,2018,1,09/09/2018,16:25:00,CAR,DAL,4.44,L,L,,,N
55,2018090910,700,"(2:24) C.Jones punts 51 yards to CAR 4, Center-L.Ladouceur. D.Byrd to CAR 18 for 14 yards (J.Thomas).",1,4,4,DAL,Punt,Return,38138.0,42899,0,0,51.0,14.0,37,55,2018,1,09/09/2018,16:25:00,CAR,DAL,5.11,L,L,R,R,N
56,2018090910,966,"(14:08) M.Palardy punts 33 yards to DAL 14, Center-J.Jansen, fair catch by C.Beasley.",2,4,10,CAR,Punt,Fair Catch,42098.0,38947,0,0,33.0,0.0,33,63,2018,1,09/09/2018,16:25:00,CAR,DAL,4.37,C,C,,,A
57,2018090910,1047,"(12:33) C.Jones punts 51 yards to CAR 35, Center-L.Ladouceur. D.Byrd to DAL 35 for 30 yards (R.Smith).",2,4,10,DAL,Punt,Return,38138.0,42899,0,0,51.0,30.0,21,96,2018,1,09/09/2018,16:25:00,CAR,DAL,4.77,C,C,C,C,N
58,2018090910,1329,"(7:20) C.Jones punts 49 yards to CAR 27, Center-L.Ladouceur. D.Byrd to CAR 30 for 3 yards (J.Thomas; L.Ladouceur).",2,4,11,DAL,Punt,Return,38138.0,42899,7,0,49.0,3.0,46,86,2018,1,09/09/2018,16:25:00,CAR,DAL,4.79,R,R,C,C,N
59,2018090910,1448,"(5:49) M.Palardy punts 50 yards to DAL 17, Center-J.Jansen, fair catch by T.Austin.",2,4,7,CAR,Punt,Fair Catch,42098.0,39954,7,0,50.0,0.0,50,43,2018,1,09/09/2018,16:25:00,CAR,DAL,4.86,L,L,,,N
60,2018090910,1582,"(2:55) C.Jones punts 56 yards to CAR 8, Center-L.Ladouceur. D.Moore to CAR 23 for 15 yards (J.Olawale; K.Frazier). PENALTY on DAL-A.Brown, Unsportsmanlike Conduct, 15 yards, enforced at CAR 23.",2,4,7,DAL,Punt,Return,38138.0,46093,7,0,56.0,15.0,26,74,2018,1,09/09/2018,16:25:00,CAR,DAL,4.66,R,R,C,C,N
61,2018090910,2269,"(11:54) M.Palardy punts 50 yards to DAL 8, Center-J.Jansen, fair catch by T.Austin.",3,4,21,CAR,Punt,Fair Catch,42098.0,39954,10,0,50.0,0.0,50,52,2018,1,09/09/2018,16:25:00,CAR,DAL,4.79,L,L,,,N
62,2018090910,2467,"(8:23) C.Jones punts 31 yards to CAR 15, Center-L.Ladouceur, fair catch by D.Moore.",3,4,3,DAL,Punt,Fair Catch,38138.0,46093,10,0,31.0,0.0,31,56,2018,1,09/09/2018,16:25:00,CAR,DAL,4.53,C,C,,,A
63,2018090910,2550,"(6:48) M.Palardy punts 50 yards to DAL 30, Center-J.Jansen. T.Austin pushed ob at DAL 45 for 15 yards (I.Thomas).",3,4,5,CAR,Punt,Return,42098.0,39954,10,0,50.0,15.0,35,30,2018,1,09/09/2018,16:25:00,CAR,DAL,4.68,C,C,R,R,N
64,2018090910,3477,"(5:04) M.Palardy punts 52 yards to DAL 23, Center-J.Jansen. T.Austin pushed ob at DAL 21 for -2 yards (J.Norris).",4,4,21,CAR,Punt,Return,42098.0,39954,16,8,52.0,-2.0,54,85,2018,1,09/09/2018,16:25:00,CAR,DAL,4.59,R,R,,,N
65,2018090912,583,"(4:25) J.Scott punts 44 yards to CHI 29, Center-H.Bradley. T.Cohen to CHI 32 for 3 yards (J.Whitehead).",1,4,8,GB,Punt,Return,46241.0,44932,0,7,44.0,3.0,41,37,2018,1,09/09/2018,20:20:00,GB,CHI,4.32,C,C,L,L,N
66,2018090912,943,"(12:56) J.Scott punts 51 yards to CHI 15, Center-H.Bradley, fair catch by T.Cohen.",2,4,1,GB,Punt,Fair Catch,46241.0,44932,0,10,51.0,0.0,51,76,2018,1,09/09/2018,20:20:00,GB,CHI,4.58,C,R,,,N
67,2018090912,1055,"(10:25) P.O'Donnell punts 63 yards to GB 18, Center-P.Scales. R.Cobb to GB 35 for 17 yards (B.Cunningham).",2,4,6,CHI,Punt,Return,41420.0,37139,0,10,63.0,17.0,46,29,2018,1,09/09/2018,20:20:00,GB,CHI,4.65,C,C,C,R,N
68,2018090912,1149,"(9:05) J.Scott punts 58 yards to CHI 15, Center-H.Bradley. T.Cohen pushed ob at GB 43 for 42 yards (H.Bradley).",2,4,18,GB,Punt,Return,46241.0,44932,0,10,58.0,42.0,16,83,2018,1,09/09/2018,20:20:00,GB,CHI,4.86,C,C,C,L,N
69,2018090912,1577,"(1:56) P.O'Donnell punts 49 yards to GB 25, Center-P.Scales, fair catch by R.Cobb.",2,4,5,CHI,Punt,Fair Catch,41420.0,37139,0,10,49.0,0.0,49,36,2018,1,09/09/2018,20:20:00,GB,CHI,4.86,L,L,,,N
70,2018090912,2562,"(2:02) P.O'Donnell punts 48 yards to GB 19, Center-P.Scales, fair catch by R.Cobb.",3,4,2,CHI,Punt,Fair Catch,41420.0,37139,3,20,48.0,0.0,48,43,2018,1,09/09/2018,20:20:00,GB,CHI,5.05,C,C,,,N
71,2018090912,2892,"(12:00) P.O'Donnell punts 41 yards to GB 25, Center-P.Scales, fair catch by R.Cobb.",4,4,1,CHI,Punt,Fair Catch,41420.0,37139,10,20,41.0,0.0,41,76,2018,1,09/09/2018,20:20:00,GB,CHI,4.05,C,C,,,N
72,2018091000,349,"(8:45) L.Edwards punts 40 yards to DET 10, Center-T.Hennessy, fair catch by J.Agnew.",1,4,13,NYJ,Punt,Fair Catch,43524.0,44978,7,0,40.0,0.0,40,60,2018,1,09/10/2018,19:10:00,DET,NYJ,4.48,L,L,,,A
73,2018091000,469,"(7:09) S.Martin punts 55 yards to NYJ 25, Center-D.Muhlbach. A.Roberts to DET 32 for 43 yards (S.Martin, T.Wilson).",1,4,12,DET,Punt,Return,40113.0,35527,7,0,55.0,43.0,12,30,2018,1,09/10/2018,19:10:00,DET,NYJ,4.65,R,R,L,L,N
74,2018091000,1545,"(3:26) S.Martin punts 45 yards to NYJ 35, Center-D.Muhlbach. A.Roberts to DET 49 for 16 yards (T.Wilson).",2,4,7,DET,Punt,Return,40113.0,35527,7,10,45.0,16.0,29,90,2018,1,09/10/2018,19:10:00,DET,NYJ,4.24,C,C,C,L,N
75,2018091000,2626,"(7:20) S.Martin punts 52 yards to NYJ 22, Center-D.Muhlbach. A.Roberts for 78 yards, TOUCHDOWN. The Replay Official reviewed the runner was inbounds ruling, and the play was Upheld. The ruling on the field was confirmed.",3,4,9,DET,Punt,Return,40113.0,35527,17,31,52.0,78.0,-26,36,2018,1,09/10/2018,19:10:00,DET,NYJ,4.08,R,R,C,C,N
76,2018091001,384,"(8:47) J.Hekker punts 62 yards to OAK 5, Center-J.McQuaide. D.Harris to OAK 15 for 10 yards (B.Countess, J.McQuaide).",1,4,2,LA,Punt,Return,38815.0,37251,7,0,62.0,10.0,52,77,2018,1,09/10/2018,22:20:00,OAK,LA,4.26,C,C,R,R,N
77,2018091001,499,"(6:20) J.Townsend punts 55 yards to LA 38, Center-A.DePaola. P.Cooper ran ob at 50 for 12 yards (M.Lee). OAK-A.DePaola was injured during the play. He is Out.",1,4,18,OAK,Punt,Return,46242.0,43406,7,0,55.0,12.0,43,17,2018,1,09/10/2018,22:20:00,OAK,LA,4.58,L,L,L,L,N
78,2018091001,2597,"(7:24) J.Townsend punts 45 yards to LA 18, Center-L.Smith, fair catch by P.Cooper.",3,4,10,OAK,Punt,Fair Catch,46242.0,43406,13,13,45.0,0.0,45,47,2018,1,09/10/2018,22:20:00,OAK,LA,4.52,C,C,,,N
79,2018091001,2840,"(1:53) J.Townsend punts 35 yards to OAK 48, Center-L.Smith. P.Cooper to LA 49 for -3 yards (D.Harris; K.Smith). LA-P.Cooper was injured during the play. His return is Questionable.  PENALTY on LA-T.Hill, Offensive Holding, 10 yards, enforced at OAK 48.",3,4,5,OAK,Punt,Return,46242.0,43406,13,13,35.0,0.0,45,23,2018,1,09/10/2018,22:20:00,OAK,LA,4.52,C,C,,,N
80,2018091001,3121,"(13:41) J.Townsend punts 43 yards to LA 22, Center-L.Smith, fair catch by C.Kupp. PENALTY on LA-T.Hill, Offensive Holding, 10 yards, enforced at LA 22.",4,4,5,OAK,Punt,Fair Catch,46242.0,44881,13,20,43.0,0.0,53,75,2018,1,09/10/2018,22:20:00,OAK,LA,4.61,L,L,,,N
81,2018091300,304,"(12:37) K.Huber punts 55 yards to BAL 20, Center-C.Harris. J.Grant to BAL 22 for 2 yards (T.McRae; C.Fejedelem). FUMBLES (T.McRae), recovered by BAL-T.Young at BAL 18. T.Young to BAL 18 for no gain (V.Rey).",1,4,16,CIN,Punt,Return,34593.0,46532,0,0,55.0,-2.0,57,85,2018,2,09/13/2018,20:20:00,CIN,BAL,5.06,C,C,C,C,N
82,2018091300,1023,"(4:06) S.Koch punts 59 yards to CIN 20, Center-M.Cox. D.Phillips to CIN 28 for 8 yards (K.Young).",1,4,14,BAL,Punt,Return,31018.0,46239,14,0,59.0,8.0,51,31,2018,2,09/13/2018,20:20:00,CIN,BAL,4.87,C,C,C,C,N
83,2018091300,2465,"(1:08) K.Huber punts 43 yards to BAL 19, Center-C.Harris, fair catch by J.Grant.",2,4,10,CIN,Punt,Fair Catch,34593.0,46532,28,7,43.0,0.0,43,48,2018,2,09/13/2018,20:20:00,CIN,BAL,4.17,R,R,,,N
